"","id_student","Decile","Avg_Clicks","Asgmts","Avg_Asgmt_Score","final_result"
"60820","112245",0,2.40277777777778,0,0,"Pass"
"60821","112245",1,15.8695652173913,1,76,"Pass"
"60823","112245",2,7.58333333333333,1,79.5,"Pass"
"60824","112245",3,6.75,2,82.75,"Pass"
"60825","112245",4,7.875,2,86.1666666666667,"Pass"
"60826","112245",5,9.04166666666667,2,86.125,"Pass"
"60827","112245",6,16.2083333333333,0,86.125,"Pass"
"60828","112245",7,6.54166666666667,2,84.9,"Pass"
"60829","112245",8,2.95833333333333,1,82.4545454545455,"Pass"
"60830","112245",9,2.70833333333333,2,80.3076923076923,"Pass"
"60822","112245",10,2.54166666666667,1,78.7142857142857,"Pass"
"60831","121000",0,3.17391304347826,0,0,"Fail"
"60832","121000",1,6.39130434782609,0,0,"Fail"
"60834","121000",2,4.125,2,35.5,"Fail"
"60835","121000",3,0.458333333333333,0,35.5,"Fail"
"60836","121000",4,0.458333333333333,0,35.5,"Fail"
"60837","121000",5,0,0,35.5,"Fail"
"60838","121000",6,0,0,35.5,"Fail"
"60839","121000",7,0,0,35.5,"Fail"
"60840","121000",8,0,0,35.5,"Fail"
"60841","121000",9,0,0,35.5,"Fail"
"60833","121000",10,0,0,35.5,"Fail"
"60842","121390",0,0,0,0,"Fail"
"60843","121390",1,5.73913043478261,0,0,"Fail"
"60845","121390",2,4.125,2,75,"Fail"
"60846","121390",3,4.875,2,75.75,"Fail"
"60847","121390",4,0.958333333333333,0,75.75,"Fail"
"60848","121390",5,0,0,75.75,"Fail"
"60849","121390",6,0,0,75.75,"Fail"
"60850","121390",7,0,0,75.75,"Fail"
"60851","121390",8,0,0,75.75,"Fail"
"60852","121390",9,0,0,75.75,"Fail"
"60844","121390",10,0,0,75.75,"Fail"
"60853","126912",0,0,7,62.4285714285714,"Fail"
"60854","126912",1,0,0,62.4285714285714,"Fail"
"60856","126912",2,0,0,62.4285714285714,"Fail"
"60857","126912",3,0,0,62.4285714285714,"Fail"
"60858","126912",4,0,0,62.4285714285714,"Fail"
"60859","126912",5,0,0,62.4285714285714,"Fail"
"60860","126912",6,0,0,62.4285714285714,"Fail"
"60861","126912",7,0,0,62.4285714285714,"Fail"
"60862","126912",8,0,0,62.4285714285714,"Fail"
"60863","126912",9,0,0,62.4285714285714,"Fail"
"60855","126912",10,0,0,62.4285714285714,"Fail"
"60864","128678",0,1.9,0,0,"Fail"
"60865","128678",1,4.52173913043478,0,0,"Fail"
"60867","128678",2,2.125,2,48,"Fail"
"60868","128678",3,0.833333333333333,1,47.6666666666667,"Fail"
"60869","128678",4,6.08333333333333,2,44,"Fail"
"60870","128678",5,3.08333333333333,2,46.2857142857143,"Fail"
"60871","128678",6,4.91666666666667,0,46.2857142857143,"Fail"
"60872","128678",7,2.04166666666667,2,40.7777777777778,"Fail"
"60873","128678",8,4.04166666666667,1,43.1,"Fail"
"60874","128678",9,2.79166666666667,1,42.4545454545455,"Fail"
"60866","128678",10,0.25,0,42.4545454545455,"Fail"
"60875","130003",0,0,0,0,"Fail"
"60876","130003",1,0.217391304347826,0,0,"Fail"
"60878","130003",2,1.83333333333333,2,79.5,"Fail"
"60879","130003",3,6.08333333333333,2,78.5,"Fail"
"60880","130003",4,0.875,1,78.8,"Fail"
"60881","130003",5,0.0833333333333333,0,78.8,"Fail"
"60882","130003",6,0.291666666666667,0,78.8,"Fail"
"60883","130003",7,0.291666666666667,0,78.8,"Fail"
"60884","130003",8,0,0,78.8,"Fail"
"60885","130003",9,0.0833333333333333,0,78.8,"Fail"
"60877","130003",10,0,0,78.8,"Fail"
"60886","1311171",0,1.375,0,0,"Pass"
"60887","1311171",1,4.95652173913043,0,0,"Pass"
"60889","1311171",2,5.83333333333333,2,87,"Pass"
"60890","1311171",3,2.70833333333333,2,88.5,"Pass"
"60891","1311171",4,5.41666666666667,2,89.5,"Pass"
"60892","1311171",5,5.20833333333333,2,90.625,"Pass"
"60893","1311171",6,8.75,0,90.625,"Pass"
"60894","1311171",7,5.79166666666667,2,90.2,"Pass"
"60895","1311171",8,3.625,1,90.0909090909091,"Pass"
"60896","1311171",9,8.04166666666667,2,90.3076923076923,"Pass"
"60888","1311171",10,2.5,1,89.7142857142857,"Pass"
"60897","131145",0,2.675,0,0,"Pass"
"60898","131145",1,20.7826086956522,1,81,"Pass"
"60900","131145",2,16.9583333333333,1,82,"Pass"
"60901","131145",3,12.2916666666667,2,87.5,"Pass"
"60902","131145",4,13.3333333333333,2,88.3333333333333,"Pass"
"60903","131145",5,10.75,2,88.125,"Pass"
"60904","131145",6,17.1666666666667,0,88.125,"Pass"
"60905","131145",7,14.5416666666667,2,85.6,"Pass"
"60906","131145",8,5.33333333333333,1,84.9090909090909,"Pass"
"60907","131145",9,7.66666666666667,2,83.1538461538462,"Pass"
"60899","131145",10,8.54166666666667,1,82,"Pass"
"60908","134025",0,2.09375,0,0,"Distinction"
"60909","134025",1,7.60869565217391,1,83,"Distinction"
"60911","134025",2,4.04166666666667,1,80,"Distinction"
"60912","134025",3,9.625,3,85.8,"Distinction"
"60913","134025",4,6.875,1,87.6666666666667,"Distinction"
"60914","134025",5,8.29166666666667,2,87,"Distinction"
"60915","134025",6,15.25,0,87,"Distinction"
"60916","134025",7,7.75,2,87.9,"Distinction"
"60917","134025",8,4.83333333333333,1,87,"Distinction"
"60918","134025",9,12.75,2,86.7692307692308,"Distinction"
"60910","134025",10,3.95833333333333,1,85.5,"Distinction"
"60919","134188",0,2.61111111111111,0,0,"Pass"
"60920","134188",1,7.1304347826087,1,83,"Pass"
"60922","134188",2,6.20833333333333,1,73,"Pass"
"60923","134188",3,6.625,2,78.25,"Pass"
"60924","134188",4,3.5,2,79.1666666666667,"Pass"
"60925","134188",5,2.91666666666667,2,78.375,"Pass"
"60926","134188",6,7.08333333333333,0,78.375,"Pass"
"60927","134188",7,4.45833333333333,2,78.9,"Pass"
"60928","134188",8,0.875,1,80.5454545454545,"Pass"
"60929","134188",9,2,2,77.6923076923077,"Pass"
"60921","134188",10,3.16666666666667,1,76.4285714285714,"Pass"
"60930","134336",0,1.2,0,0,"Fail"
"60931","134336",1,2.04347826086957,0,0,"Fail"
"60933","134336",2,3.08333333333333,2,70.5,"Fail"
"60934","134336",3,2.41666666666667,2,76.25,"Fail"
"60935","134336",4,1.54166666666667,2,78,"Fail"
"60936","134336",5,2.04166666666667,2,74.625,"Fail"
"60937","134336",6,0,0,74.625,"Fail"
"60938","134336",7,0,0,74.625,"Fail"
"60939","134336",8,0,0,74.625,"Fail"
"60940","134336",9,0,0,74.625,"Fail"
"60932","134336",10,0,0,74.625,"Fail"
"60941","1347447",0,2.4578313253012,0,0,"Pass"
"60942","1347447",1,3.82608695652174,1,82,"Pass"
"60944","1347447",2,3.66666666666667,1,86,"Pass"
"60945","1347447",3,3.54166666666667,3,89.6,"Pass"
"60946","1347447",4,4.83333333333333,2,90.7142857142857,"Pass"
"60947","1347447",5,3.875,1,90.875,"Pass"
"60948","1347447",6,6.375,0,90.875,"Pass"
"60949","1347447",7,5.33333333333333,2,90.4,"Pass"
"60950","1347447",8,2.375,1,90.7272727272727,"Pass"
"60951","1347447",9,3,2,89.2307692307692,"Pass"
"60943","1347447",10,0.916666666666667,1,88.0714285714286,"Pass"
"60952","1351739",0,1.90540540540541,0,0,"Pass"
"60953","1351739",1,17.8695652173913,1,90,"Pass"
"60955","1351739",2,11.4583333333333,1,91.5,"Pass"
"60956","1351739",3,4.45833333333333,2,94.75,"Pass"
"60957","1351739",4,3.75,2,94.5,"Pass"
"60958","1351739",5,8.16666666666667,2,94.25,"Pass"
"60959","1351739",6,10.875,0,94.25,"Pass"
"60960","1351739",7,6.58333333333333,2,94.1,"Pass"
"60961","1351739",8,2.83333333333333,1,93.9090909090909,"Pass"
"60962","1351739",9,1.41666666666667,2,93.4615384615385,"Pass"
"60954","1351739",10,0.583333333333333,1,93,"Pass"
"60963","137603",0,2.4,0,0,"Pass"
"60964","137603",1,11.695652173913,0,0,"Pass"
"60966","137603",2,5.83333333333333,2,65,"Pass"
"60967","137603",3,3.5,2,78.5,"Pass"
"60968","137603",4,5.79166666666667,2,76.3333333333333,"Pass"
"60969","137603",5,2.29166666666667,2,79,"Pass"
"60970","137603",6,15.375,0,79,"Pass"
"60971","137603",7,6.41666666666667,2,79.9,"Pass"
"60972","137603",8,3.83333333333333,1,81.4545454545455,"Pass"
"60973","137603",9,8.08333333333333,2,80.1538461538462,"Pass"
"60965","137603",10,1.625,1,80,"Pass"
"60974","1384882",0,1.41176470588235,0,0,"Fail"
"60975","1384882",1,3.39130434782609,0,0,"Fail"
"60977","1384882",2,2.54166666666667,2,71,"Fail"
"60978","1384882",3,5.54166666666667,2,76.75,"Fail"
"60979","1384882",4,0.708333333333333,1,75.8,"Fail"
"60980","1384882",5,0,0,75.8,"Fail"
"60981","1384882",6,0,0,75.8,"Fail"
"60982","1384882",7,0,0,75.8,"Fail"
"60983","1384882",8,0,0,75.8,"Fail"
"60984","1384882",9,0,0,75.8,"Fail"
"60976","1384882",10,0,0,75.8,"Fail"
"60985","1392016",0,2,0,0,"Fail"
"60986","1392016",1,4.47826086956522,0,0,"Fail"
"60988","1392016",2,2.33333333333333,2,74,"Fail"
"60989","1392016",3,4.33333333333333,2,69,"Fail"
"60990","1392016",4,3.875,2,59.5,"Fail"
"60991","1392016",5,2.75,2,58.625,"Fail"
"60992","1392016",6,0.583333333333333,0,58.625,"Fail"
"60993","1392016",7,1.83333333333333,0,58.625,"Fail"
"60994","1392016",8,0,0,58.625,"Fail"
"60995","1392016",9,0,0,58.625,"Fail"
"60987","1392016",10,0,0,58.625,"Fail"
"60996","142819",0,1.5,0,0,"Pass"
"60997","142819",1,3.1304347826087,0,0,"Pass"
"60999","142819",2,1.54166666666667,2,80,"Pass"
"61000","142819",3,3.91666666666667,2,80,"Pass"
"61001","142819",4,1.33333333333333,2,83.1666666666667,"Pass"
"61002","142819",5,2.75,2,84.625,"Pass"
"61003","142819",6,0.625,0,84.625,"Pass"
"61004","142819",7,1.41666666666667,2,82.2,"Pass"
"61005","142819",8,1,1,82.0909090909091,"Pass"
"61006","142819",9,0.75,2,74.2307692307692,"Pass"
"60998","142819",10,0.625,1,72.7142857142857,"Pass"
"61007","1444134",0,1.8695652173913,0,0,"Pass"
"61008","1444134",1,21.304347826087,0,0,"Pass"
"61010","1444134",2,17.2916666666667,2,88,"Pass"
"61011","1444134",3,14.3333333333333,2,89.25,"Pass"
"61012","1444134",4,11,2,92.1666666666667,"Pass"
"61013","1444134",5,5,2,92.625,"Pass"
"61014","1444134",6,10.875,0,92.625,"Pass"
"61015","1444134",7,13.4583333333333,2,92,"Pass"
"61016","1444134",8,8.79166666666667,1,92.4545454545455,"Pass"
"61017","1444134",9,3.66666666666667,2,91.6153846153846,"Pass"
"61009","1444134",10,5.875,1,90.2857142857143,"Pass"
"61018","1446954",0,2.08333333333333,0,0,"Fail"
"61019","1446954",1,12.0869565217391,0,0,"Fail"
"61021","1446954",2,8.16666666666667,2,78.5,"Fail"
"61022","1446954",3,5.41666666666667,2,83.5,"Fail"
"61023","1446954",4,4.41666666666667,2,81.5,"Fail"
"61024","1446954",5,3.95833333333333,2,75.75,"Fail"
"61025","1446954",6,12.0833333333333,0,75.75,"Fail"
"61026","1446954",7,0,0,75.75,"Fail"
"61027","1446954",8,0,0,75.75,"Fail"
"61028","1446954",9,0,0,75.75,"Fail"
"61020","1446954",10,0,0,75.75,"Fail"
"61029","144923",0,1,0,0,"Fail"
"61030","144923",1,3.56521739130435,0,0,"Fail"
"61032","144923",2,2.45833333333333,2,67.5,"Fail"
"61033","144923",3,4.91666666666667,2,71.5,"Fail"
"61034","144923",4,1.95833333333333,2,67,"Fail"
"61035","144923",5,0,0,67,"Fail"
"61036","144923",6,0,0,67,"Fail"
"61037","144923",7,0,0,67,"Fail"
"61038","144923",8,0,0,67,"Fail"
"61039","144923",9,0,0,67,"Fail"
"61031","144923",10,0,0,67,"Fail"
"61040","146089",0,0,0,0,"Fail"
"61041","146089",1,0,0,0,"Fail"
"61043","146089",2,0,0,0,"Fail"
"61044","146089",3,0.0416666666666667,0,0,"Fail"
"61045","146089",4,0,0,0,"Fail"
"61046","146089",5,0,0,0,"Fail"
"61047","146089",6,0,0,0,"Fail"
"61048","146089",7,0,0,0,"Fail"
"61049","146089",8,0,0,0,"Fail"
"61050","146089",9,0,0,0,"Fail"
"61042","146089",10,0,0,0,"Fail"
"61051","146651",0,4.54545454545455,0,0,"Fail"
"61052","146651",1,3,0,0,"Fail"
"61054","146651",2,5.95833333333333,2,75.5,"Fail"
"61055","146651",3,2.125,2,79.5,"Fail"
"61056","146651",4,2.625,2,77.6666666666667,"Fail"
"61057","146651",5,1.66666666666667,1,74,"Fail"
"61058","146651",6,6.58333333333333,1,76,"Fail"
"61059","146651",7,1.54166666666667,1,77.8888888888889,"Fail"
"61060","146651",8,0.625,1,74.5,"Fail"
"61061","146651",9,0.0416666666666667,0,74.5,"Fail"
"61053","146651",10,0.333333333333333,1,72.1818181818182,"Fail"
"61062","1470291",0,1.86792452830189,0,0,"Pass"
"61063","1470291",1,1.65217391304348,0,0,"Pass"
"61065","1470291",2,5.875,2,71,"Pass"
"61066","1470291",3,4.45833333333333,2,77,"Pass"
"61067","1470291",4,5.83333333333333,2,77.8333333333333,"Pass"
"61068","1470291",5,1.95833333333333,2,76.625,"Pass"
"61069","1470291",6,5.125,0,76.625,"Pass"
"61070","1470291",7,2.04166666666667,2,75,"Pass"
"61071","1470291",8,2.375,1,75,"Pass"
"61072","1470291",9,0.916666666666667,1,74.75,"Pass"
"61064","1470291",10,1,1,72.7692307692308,"Pass"
"61073","150578",0,2.34782608695652,0,0,"Fail"
"61074","150578",1,10.7391304347826,0,0,"Fail"
"61076","150578",2,8.41666666666667,2,71,"Fail"
"61077","150578",3,1.20833333333333,1,71.3333333333333,"Fail"
"61078","150578",4,1.375,1,69.5,"Fail"
"61079","150578",5,1.70833333333333,0,69.5,"Fail"
"61080","150578",6,0,0,69.5,"Fail"
"61081","150578",7,0,0,69.5,"Fail"
"61082","150578",8,0,0,69.5,"Fail"
"61083","150578",9,0,0,69.5,"Fail"
"61075","150578",10,0,0,69.5,"Fail"
"61084","1510198",0,2.92413793103448,0,0,"Pass"
"61085","1510198",1,19.4782608695652,1,94,"Pass"
"61087","1510198",2,29.3333333333333,1,92,"Pass"
"61088","1510198",3,13.625,2,93,"Pass"
"61089","1510198",4,16.7916666666667,2,93.6666666666667,"Pass"
"61090","1510198",5,12.9166666666667,2,94.25,"Pass"
"61091","1510198",6,27.625,0,94.25,"Pass"
"61092","1510198",7,17.2916666666667,2,94.5,"Pass"
"61093","1510198",8,9.625,1,94.4545454545455,"Pass"
"61094","1510198",9,9.83333333333333,2,93.3846153846154,"Pass"
"61086","1510198",10,1.41666666666667,1,91.7857142857143,"Pass"
"61095","1534854",0,1.25,0,0,"Fail"
"61096","1534854",1,1.78260869565217,0,0,"Fail"
"61098","1534854",2,0.708333333333333,2,67.5,"Fail"
"61099","1534854",3,3.20833333333333,2,63.5,"Fail"
"61100","1534854",4,1.45833333333333,2,66,"Fail"
"61101","1534854",5,1.625,2,60.75,"Fail"
"61102","1534854",6,0,0,60.75,"Fail"
"61103","1534854",7,0.666666666666667,1,60.7777777777778,"Fail"
"61104","1534854",8,0.208333333333333,1,61.1,"Fail"
"61105","1534854",9,2.16666666666667,2,56.8333333333333,"Fail"
"61097","1534854",10,0,0,56.8333333333333,"Fail"
"61106","157298",0,2.64285714285714,0,0,"Pass"
"61107","157298",1,9.91304347826087,0,0,"Pass"
"61109","157298",2,8,2,77,"Pass"
"61110","157298",3,5.08333333333333,2,75.75,"Pass"
"61111","157298",4,3.75,2,74.3333333333333,"Pass"
"61112","157298",5,3.5,2,65.375,"Pass"
"61113","157298",6,8.20833333333333,0,65.375,"Pass"
"61114","157298",7,3.58333333333333,2,62.7,"Pass"
"61115","157298",8,2.20833333333333,1,61.8181818181818,"Pass"
"61116","157298",9,4,2,58.0769230769231,"Pass"
"61108","157298",10,2.04166666666667,1,57.7142857142857,"Pass"
"61117","1577134",0,2.77659574468085,0,0,"Fail"
"61118","1577134",1,49.6521739130435,1,71,"Fail"
"61120","1577134",2,33.125,1,49,"Fail"
"61121","1577134",3,14.4166666666667,2,58.75,"Fail"
"61122","1577134",4,12.9166666666667,2,56.5,"Fail"
"61123","1577134",5,16.5416666666667,2,55.375,"Fail"
"61124","1577134",6,23.0833333333333,0,55.375,"Fail"
"61125","1577134",7,16.2916666666667,2,54.5,"Fail"
"61126","1577134",8,6.5,1,54.3636363636364,"Fail"
"61127","1577134",9,7.95833333333333,2,49.9230769230769,"Fail"
"61119","1577134",10,7.70833333333333,1,47.9285714285714,"Fail"
"61128","1584449",0,2.44897959183673,0,0,"Fail"
"61129","1584449",1,3.73913043478261,0,0,"Fail"
"61131","1584449",2,3.58333333333333,2,80.5,"Fail"
"61132","1584449",3,0.208333333333333,0,80.5,"Fail"
"61133","1584449",4,0,0,80.5,"Fail"
"61134","1584449",5,0,0,80.5,"Fail"
"61135","1584449",6,0,0,80.5,"Fail"
"61136","1584449",7,0,0,80.5,"Fail"
"61137","1584449",8,0,0,80.5,"Fail"
"61138","1584449",9,0,0,80.5,"Fail"
"61130","1584449",10,0,0,80.5,"Fail"
"61139","1587816",0,0,0,0,"Fail"
"61140","1587816",1,0,0,0,"Fail"
"61142","1587816",2,0,0,0,"Fail"
"61143","1587816",3,0,0,0,"Fail"
"61144","1587816",4,0,0,0,"Fail"
"61145","1587816",5,0,0,0,"Fail"
"61146","1587816",6,0,0,0,"Fail"
"61147","1587816",7,0,0,0,"Fail"
"61148","1587816",8,0,0,0,"Fail"
"61149","1587816",9,0,0,0,"Fail"
"61141","1587816",10,0,0,0,"Fail"
"61150","159925",0,2.84883720930233,0,0,"Pass"
"61151","159925",1,7.04347826086957,0,0,"Pass"
"61153","159925",2,15.6666666666667,2,73.5,"Pass"
"61154","159925",3,8.91666666666667,2,73.75,"Pass"
"61155","159925",4,8.08333333333333,2,72,"Pass"
"61156","159925",5,10.875,2,71.375,"Pass"
"61157","159925",6,14.8333333333333,0,71.375,"Pass"
"61158","159925",7,7.45833333333333,1,66.8888888888889,"Pass"
"61159","159925",8,5.20833333333333,1,66.6,"Pass"
"61160","159925",9,6.54166666666667,1,63.1818181818182,"Pass"
"61152","159925",10,5,1,62,"Pass"
"61161","160005",0,1.67307692307692,0,0,"Pass"
"61162","160005",1,16.9130434782609,1,91,"Pass"
"61164","160005",2,17.875,1,90.5,"Pass"
"61165","160005",3,14.625,3,93.4,"Pass"
"61166","160005",4,12.4166666666667,1,93.5,"Pass"
"61167","160005",5,23.2916666666667,2,94.125,"Pass"
"61168","160005",6,29.6666666666667,0,94.125,"Pass"
"61169","160005",7,12.2083333333333,2,93.5,"Pass"
"61170","160005",8,4.25,1,94.0909090909091,"Pass"
"61171","160005",9,10.5416666666667,2,92.8461538461538,"Pass"
"61163","160005",10,10.5416666666667,1,91.1428571428571,"Pass"
"61172","1611842",0,2.26923076923077,0,0,"Pass"
"61173","1611842",1,7.17391304347826,1,78,"Pass"
"61175","1611842",2,6.33333333333333,1,74,"Pass"
"61176","1611842",3,3.75,2,79.25,"Pass"
"61177","1611842",4,6.125,2,82.3333333333333,"Pass"
"61178","1611842",5,1.54166666666667,2,78.75,"Pass"
"61179","1611842",6,9.875,0,78.75,"Pass"
"61180","1611842",7,5.58333333333333,2,78.1,"Pass"
"61181","1611842",8,2.54166666666667,1,78.8181818181818,"Pass"
"61182","1611842",9,1.83333333333333,2,77.1538461538462,"Pass"
"61174","1611842",10,1.04166666666667,1,75.7857142857143,"Pass"
"61183","1620593",0,2.52717391304348,0,0,"Fail"
"61184","1620593",1,25.0434782608696,1,90,"Fail"
"61186","1620593",2,6.625,1,88.5,"Fail"
"61187","1620593",3,0.333333333333333,0,88.5,"Fail"
"61188","1620593",4,0.208333333333333,0,88.5,"Fail"
"61189","1620593",5,0.0833333333333333,0,88.5,"Fail"
"61190","1620593",6,0.208333333333333,0,88.5,"Fail"
"61191","1620593",7,0,0,88.5,"Fail"
"61192","1620593",8,0,0,88.5,"Fail"
"61193","1620593",9,0,0,88.5,"Fail"
"61185","1620593",10,0.416666666666667,0,88.5,"Fail"
"61194","1626418",0,4.57142857142857,0,0,"Pass"
"61195","1626418",1,0.695652173913043,1,65,"Pass"
"61197","1626418",2,2.04166666666667,1,51,"Pass"
"61198","1626418",3,1.375,2,50.75,"Pass"
"61199","1626418",4,1.375,2,48.5,"Pass"
"61200","1626418",5,1.41666666666667,2,49.125,"Pass"
"61201","1626418",6,6.20833333333333,0,49.125,"Pass"
"61202","1626418",7,2.95833333333333,2,51.8,"Pass"
"61203","1626418",8,0.791666666666667,1,52.3636363636364,"Pass"
"61204","1626418",9,1.625,2,49.7692307692308,"Pass"
"61196","1626418",10,0.208333333333333,1,50.3571428571429,"Pass"
"61205","163067",0,1.36363636363636,0,0,"Pass"
"61206","163067",1,5.78260869565217,1,73,"Pass"
"61208","163067",2,5.41666666666667,1,61.5,"Pass"
"61209","163067",3,3,2,72.75,"Pass"
"61210","163067",4,2.16666666666667,2,74.8333333333333,"Pass"
"61211","163067",5,4.375,2,75.5,"Pass"
"61212","163067",6,7.91666666666667,0,75.5,"Pass"
"61213","163067",7,4.875,2,76.4,"Pass"
"61214","163067",8,2.33333333333333,1,76,"Pass"
"61215","163067",9,2.58333333333333,2,73.8461538461538,"Pass"
"61207","163067",10,1.70833333333333,1,71.5714285714286,"Pass"
"61216","1638119",0,1.88,0,0,"Fail"
"61217","1638119",1,30.6521739130435,0,0,"Fail"
"61219","1638119",2,24.7083333333333,2,69.5,"Fail"
"61220","1638119",3,7.41666666666667,2,70,"Fail"
"61221","1638119",4,8.54166666666667,2,70,"Fail"
"61222","1638119",5,12.5,2,68.875,"Fail"
"61223","1638119",6,17.75,0,68.875,"Fail"
"61224","1638119",7,6.375,2,67.4,"Fail"
"61225","1638119",8,2.08333333333333,1,67.5454545454545,"Fail"
"61226","1638119",9,6.83333333333333,2,67.9230769230769,"Fail"
"61218","1638119",10,5.95833333333333,1,65.9285714285714,"Fail"
"61227","1638425",0,1.64864864864865,0,0,"Fail"
"61228","1638425",1,6.52173913043478,0,0,"Fail"
"61230","1638425",2,7.70833333333333,2,47.5,"Fail"
"61231","1638425",3,1.83333333333333,2,48.5,"Fail"
"61232","1638425",4,0,0,48.5,"Fail"
"61233","1638425",5,0,0,48.5,"Fail"
"61234","1638425",6,0,0,48.5,"Fail"
"61235","1638425",7,0,0,48.5,"Fail"
"61236","1638425",8,0,0,48.5,"Fail"
